Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
診断 中学生,Informational,170,"0.81,0.65,0.65,0.65,0.81,0.81,0.65,0.65,0.65,0.54,1.00,0.81",30,0.00,0.01,"Video, People also ask, Related searches"
辛口 性格 診断 16,Informational,170,"1.00,0.81,0.81,1.00,0.81,0.67,0.52,0.81,0.67,0.52,0.52,0.43",7,0.00,0.02,Video
適性 検査 性格 診断 落ちる,Informational,170,"0.54,0.23,0.44,0.67,0.36,0.36,0.36,0.54,1.00,0.82,0.82,0.82",15,0.50,0.03,"Sitelinks, AI Overview, Video, People also ask, Related searches"
雰囲気 診断 無料,Informational,170,"0.17,1.00,0.39,0.11,0.21,0.05,0.04,0.04,0.03,0.03,0.05,0.02",22,0.00,0.06,Related searches
顔 で わかる 性格 診断,Commercial,170,"0.05,1.00,0.17,0.14,0.11,0.09,0.11,0.11,0.17,0.09,0.11,0.11",23,0.00,0.01,"Sitelinks, Reviews, Video, People also ask, Related searches"
16 personalidades,Informational,140,"0.65,0.65,1.00,1.00,0.65,0.82,0.65,0.82,0.82,0.82,0.82,0.53",24,0.34,0.04,"Image pack, Video, People also ask, Related searches"
16 の,Informational,140,"0.82,0.82,0.65,1.00,1.00,0.82,1.00,0.82,1.00,0.82,0.65,1.00",32,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
16 性格 診断 ハリー ポッター,Informational,140,"0.43,0.67,0.67,0.67,1.00,0.52,0.81,0.52,1.00,0.52,0.43,0.43",20,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
17 タイプ 診断,Informational,140,"0.67,0.67,1.00,0.67,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.43",29,0.00,0.03,"Image pack, People also ask, Related searches"
big five とは,Informational,140,"0.81,0.24,0.52,0.81,1.00,0.81,0.81,0.52,0.52,0.67,0.81,1.00",32,0.63,0.09,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
big five 尺度,Informational,140,"0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.80,0.60,0.40,1.00",22,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
bigfive とは,Informational,140,"0.81,0.24,0.52,0.81,1.00,0.81,0.81,0.52,0.52,0.67,0.81,1.00",29,0.63,0.09,"Sitelinks, AI Overview, Video, People also ask, Related searches"
if 型,Informational,140,"0.82,0.82,0.53,0.29,0.29,0.41,0.53,0.18,1.00,0.65,0.65,0.53",23,0.00,0.33,"Video, People also ask, Related searches"
infj 性格 診断,Informational,140,"0.35,0.54,0.54,0.54,0.54,0.54,0.54,0.65,0.65,1.00,0.81,1.00",24,0.18,0.31,"AI Overview, Video, Video carousel, People also ask, Related searches"
istp 性格 診断,Informational,140,"0.36,0.50,0.50,0.50,0.79,0.79,0.79,0.50,0.79,0.64,0.64,1.00",19,0.15,0.37,"AI Overview, Video, People also ask, Related searches"
m グラム 診断,Navigational,140,"0.42,0.42,0.35,0.54,0.35,0.42,0.42,0.42,0.81,0.81,1.00,0.81",23,0.34,0.05,"Sitelinks, People also ask, Related searches"
mbti twitter,"Informational, Transactional",140,"1.00,0.65,0.82,0.41,0.53,0.82,0.82,0.29,0.41,0.41,0.29,0.29",32,0.00,0.33,"Image, Image pack, Video, People also ask, Related searches"
mbti わからない,Informational,140,"1.00,1.00,1.00,1.00,0.82,0.82,0.65,0.65,0.82,0.65,1.00,0.65",32,0.17,0.04,"Sitelinks, AI Overview, Video, People also ask, Related searches"
mbti 嘘,Informational,140,"1.00,1.00,1.00,0.65,0.65,1.00,0.53,0.53,0.65,0.65,0.82,0.65",31,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
mbti 当たる,Informational,140,"1.00,1.00,1.00,0.82,0.65,0.82,0.65,0.65,0.82,0.82,0.82,0.82",17,0.39,0.20,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
mlbt,Informational,140,"0.67,1.00,0.67,0.52,0.52,0.52,0.81,0.67,0.81,0.81,0.67,0.67",26,0.00,0.00,"Sitelinks, AI Overview, People also ask, Related searches"
mtti,Informational,140,"1.00,0.82,1.00,1.00,0.82,0.82,0.82,0.65,0.65,0.82,1.00,0.65",26,0.00,0.33,"AI Overview, Image pack, People also ask, Related searches"
neris analytics limited,Informational,140,"0.65,1.00,0.82,0.82,0.82,0.82,0.65,0.53,0.41,0.53,0.53,0.53",23,0.00,0.01,"Image, Video, People also ask, Knowledge panel, Related searches"
sct テスト 無料,Informational,140,"0.65,0.82,0.82,0.82,1.00,0.65,0.82,1.00,0.65,0.53,0.65,0.53",15,0.71,0.08,"Video, People also ask, Related searches"
str 診断 無料,"Informational, Transactional",140,"0.54,0.65,0.42,0.42,0.42,0.65,1.00,0.65,0.54,0.42,0.42,0.54",15,0.53,0.08,"People also ask, Related searches"
web テスト 性格 診断,Informational,140,"1.00,0.52,0.52,0.52,0.43,0.33,0.52,0.67,0.67,0.52,0.81,1.00",14,1.00,0.22,"Sitelinks, AI Overview, Video, People also ask, Related searches"
yg 性格 診断,Informational,140,"0.82,0.53,0.82,0.82,0.65,0.65,0.82,0.53,0.65,1.00,1.00,1.00",8,0.64,0.12,"Sitelinks, AI Overview, Image pack, People also ask, Related searches"
お金 性格 診断,Informational,140,"0.13,1.00,0.82,0.36,0.28,0.54,0.18,0.23,0.23,0.10,0.10,0.13",27,0.00,0.02,"Video, People also ask, Related searches"
たい ぶ,Informational,140,"0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.65,0.82,0.65,0.65,0.82",27,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
つまらない 人間 診断,Informational,140,"1.00,0.82,0.82,1.00,0.65,0.82,0.65,0.41,0.53,0.65,0.65,0.53",11,0.14,0.13,"Video, Related searches"
どう 生き たい か 診断,Commercial,140,"1.00,1.00,0.82,0.82,0.65,0.65,0.82,0.82,0.65,0.65,1.00,0.65",12,0.20,0.36,"Video, Related searches"
なりたい 自分 診断,Informational,140,"1.00,1.00,1.00,1.00,1.00,0.79,0.79,1.00,0.79,0.79,0.64,0.50",15,0.18,0.33,"Video, Related searches, Ads bottom"
やばい 人 診断,Informational,140,"1.00,1.00,1.00,1.00,0.82,0.65,0.82,0.82,0.82,0.82,1.00,0.82",11,0.00,0.02,"Video, Related searches"
よく 当たる 心理 テスト,Commercial,140,"0.82,0.82,0.82,0.82,0.65,0.65,1.00,1.00,0.65,0.65,0.82,0.65",15,0.00,0.03,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
エゴグラム テスト,Informational,140,"1.00,0.82,0.82,0.65,0.82,0.82,0.65,0.53,1.00,1.00,0.82,0.65",21,0.36,0.09,"Sitelinks, Reviews, Image pack, Video, People also ask, Related searches"
エゴグラム 診断 辛口,Informational,140,"0.65,0.82,1.00,0.82,0.82,0.65,0.82,0.82,0.65,1.00,0.65,0.53",22,0.00,0.03,"Image pack, People also ask, Related searches"
キス の 仕方 性格 診断,Informational,140,"0.19,1.00,0.82,0.19,0.01,0.01,0.06,0.01,0.01,0.06,0.08,0.06",17,0.00,0.33,"Sitelinks, People also ask, Related searches"
キチガイ 診断,Informational,140,"0.67,0.67,0.81,1.00,1.00,0.81,0.67,0.52,0.52,0.33,0.81,0.67",10,0.00,0.33,Related searches
キャラクター テスト,Informational,140,"0.67,0.81,0.81,1.00,0.67,0.81,0.52,0.52,0.52,0.43,0.33,0.33",34,0.00,0.33,"Image pack, Related searches"
タイプ の 人 診断,Informational,140,"1.00,1.00,1.00,1.00,0.82,0.65,0.65,0.53,0.53,0.65,0.53,0.53",34,0.33,0.06,"Video, People also ask, Related searches"
ダイエット 診断 辛口,Informational,140,"0.81,1.00,0.67,0.67,0.67,0.52,0.81,0.52,0.52,0.52,0.52,0.52",17,0.00,0.04,"People also ask, Related searches"
ディズニー 性格 診断,Informational,140,"0.52,0.67,0.52,0.81,0.81,1.00,0.52,0.52,0.33,0.33,0.43,0.33",22,0.00,0.33,"Image, Video, People also ask, Related searches"
パラノイア 診断,Informational,140,"1.00,0.82,0.82,1.00,1.00,0.82,0.82,0.82,0.82,0.65,0.65,0.53",23,0.12,0.03,"AI Overview, Image pack, People also ask, Related searches"
パーソナリティ 診断 と は,Informational,140,"0.82,0.82,1.00,0.65,0.41,0.53,0.65,0.82,1.00,0.82,0.82,0.82",13,0.38,0.15,"AI Overview, Video, People also ask, Related searches"
パーソナル カラー 性格 診断,Informational,140,"0.65,1.00,1.00,1.00,1.00,0.53,0.53,0.65,0.53,0.41,0.41,0.53",19,0.00,0.33,"Sitelinks, Video, Related searches"
ビック ファイブ 性格,Informational,140,"0.81,0.35,0.04,0.19,0.81,0.04,0.27,0.04,0.04,1.00,1.00,0.04",22,0.18,0.34,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
ビッグ 5 心理 学,Informational,140,"0.54,1.00,1.00,0.81,0.35,0.65,0.65,0.35,0.27,0.42,0.42,0.27",33,0.25,0.34,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Knowledge panel, Related searches"
ピクミン 性格 診断,"Informational, Transactional",140,"0.42,0.54,0.35,0.54,1.00,0.81,0.65,0.42,0.42,0.54,0.54,0.65",20,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, Related searches"
マッチング アプリ 性格,Informational,140,"0.81,0.67,0.81,1.00,1.00,0.67,0.67,0.67,0.81,0.52,0.43,0.52",19,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
ミステリアス な 人 診断,Informational,140,"0.67,0.81,1.00,0.81,0.81,0.81,0.81,0.67,0.67,0.52,0.52,0.52",11,0.28,0.06,"People also ask, Related searches"
中身 が ない 人 診断,Informational,140,"0.82,0.65,0.65,1.00,0.82,0.82,1.00,1.00,0.82,0.82,0.65,0.53",16,0.24,0.05,"Video, People also ask, Related searches"
予知 能力 診断,Informational,140,"0.82,0.82,0.82,0.82,0.82,0.65,1.00,1.00,1.00,1.00,0.82,0.53",12,0.43,0.07,"Sitelinks, Video, People also ask, Related searches"
人 から どう 見 られ て いるか 診断,Informational,140,"0.64,0.79,0.79,0.79,1.00,1.00,0.79,0.79,0.64,0.64,0.64,0.64",14,0.00,0.04,"Video, People also ask, Related searches"
人気 の 診断,Informational,140,"0.43,0.52,0.81,1.00,0.67,0.81,0.67,0.52,0.67,0.52,0.52,0.81",18,0.00,0.03,"AI Overview, People also ask, Related searches"
体位 診断,Informational,140,"0.52,0.67,0.52,0.67,0.67,0.81,0.67,0.67,0.81,0.67,1.00,1.00",14,0.00,0.33,Related searches
免許 証 性格 診断,Informational,140,"0.54,1.00,0.65,0.54,0.54,0.35,0.35,0.27,0.81,0.54,0.54,0.42",23,0.00,0.01,"People also ask, Related searches"
判断 力 テスト,Informational,140,"1.00,0.82,0.65,0.82,0.82,0.82,0.65,0.65,0.65,0.65,0.53,0.65",11,0.00,0.03,"Reviews, Video, People also ask, Related searches"
動物 占い 性格 診断,Informational,140,"0.52,0.52,1.00,0.52,0.67,0.81,0.67,0.33,0.43,0.43,0.33,0.43",31,0.00,0.33,"Video, Related searches"
包容 力 診断,Informational,140,"0.65,0.82,1.00,1.00,1.00,0.82,0.82,0.65,0.65,0.41,0.65,0.53",10,0.00,0.02,Related searches
四柱 推命 性格 診断,Informational,140,"0.53,0.65,0.82,0.82,0.53,0.82,1.00,1.00,0.82,0.41,0.82,1.00",15,0.00,0.02,"Sitelinks, Reviews, Video, People also ask, Related searches"
変 な 人 診断,Informational,140,"1.00,0.79,1.00,1.00,0.79,0.79,0.79,1.00,0.79,0.79,1.00,0.79",15,0.11,0.03,"Reviews, Related searches"
天然 魔性 の 女 診断,Informational,140,"1.00,1.00,1.00,1.00,0.65,0.82,1.00,1.00,0.65,0.41,0.65,0.41",15,0.00,0.02,"Video, People also ask, Related searches"
女の子 性格 種類,Informational,140,"0.43,0.67,0.43,0.43,0.52,0.81,0.81,0.81,0.81,0.52,0.67,1.00",17,0.00,0.00,"AI Overview, Image pack, Video, People also ask, Related searches"
女子 性格,Informational,140,"0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.65,0.65,0.82,1.00,1.00",18,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
好み 診断,Commercial,140,"0.82,0.82,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.82,1.00,0.65",20,0.00,0.01,"Video, Related searches"
学習 タイプ 診断,Informational,140,"0.82,0.82,0.82,1.00,1.00,1.00,1.00,0.65,0.65,0.65,0.53,0.65",15,0.00,0.03,"Video, People also ask, Related searches"
強い 女 診断,Informational,140,"0.82,1.00,1.00,1.00,0.82,0.82,0.82,0.41,0.65,0.65,0.82,0.82",21,0.11,0.03,"People also ask, Related searches"
得意 教科 診断,Informational,140,"1.00,0.67,0.67,0.52,0.67,0.52,0.67,0.52,0.33,0.33,0.33,0.33",13,0.31,0.07,"People also ask, Related searches"
心理 テスト よく 当たる,Informational,140,"0.82,0.82,0.82,0.82,0.65,0.65,1.00,1.00,0.65,0.65,0.82,0.65",15,0.00,0.03,"Sitelinks, Reviews, Video, People also ask, Related searches"
心理 テスト 一 問 一 答 性格,Informational,140,"0.52,0.52,1.00,0.43,0.67,0.81,0.81,1.00,0.67,0.81,0.67,0.81",13,0.00,0.33,"Sitelinks, Video"
心理 テスト 最新,Informational,140,"0.53,0.65,0.82,0.82,0.82,0.65,0.65,0.82,1.00,0.82,0.65,0.65",30,0.00,0.02,"Sitelinks, Video, Related searches"
心理 テスト 無料 当たる,Informational,140,"1.00,0.82,1.00,1.00,0.82,0.65,0.82,0.65,0.65,0.53,0.41,0.41",34,0.08,0.08,"Sitelinks, Video, People also ask, Related searches"
心理 学 性格,Informational,140,"1.00,0.65,0.65,0.54,0.54,0.42,0.54,0.27,0.27,0.35,0.27,0.54",30,0.00,0.13,"AI Overview, Video, Video carousel, People also ask, Related searches"
心理 学 性格 診断,Informational,140,"1.00,0.82,1.00,1.00,0.82,1.00,0.65,0.65,0.53,0.65,1.00,0.82",31,0.20,0.10,"Sitelinks, AI Overview, Video, Video carousel, People also ask"
念 能力 診断 エゴグラム,Informational,140,"1.00,1.00,0.67,0.81,0.81,0.52,0.52,0.43,0.33,0.24,0.33,0.33",15,0.00,0.33,"Image pack, Video, Related searches"
思考 診断,Informational,140,"0.82,1.00,0.82,0.82,0.65,0.82,0.65,0.82,0.65,0.65,0.65,0.53",17,0.35,0.09,"Video, Related searches"
性格 が いい 人 診断,Informational,140,"0.82,0.82,0.65,1.00,0.82,0.82,0.82,0.82,0.53,0.53,0.53,0.53",20,0.08,0.12,"Video, People also ask, Related searches"
性格 が 悪い 診断,Informational,140,"0.81,0.52,1.00,0.52,0.67,0.52,0.52,0.67,0.43,0.52,0.67,0.52",11,0.00,0.01,"Sitelinks, Video, People also ask, Related searches"
性格 ビック ファイブ,Informational,140,"1.00,0.35,0.04,0.15,0.81,0.04,0.08,0.04,0.04,0.42,0.81,0.19",31,0.23,0.20,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom"
性格 四 字 熟語 診断,Informational,140,"0.65,0.82,0.65,0.82,0.65,0.82,0.82,0.41,0.65,1.00,0.53,0.41",13,0.00,0.01,"People also ask, Related searches"
性格 診断 istp,Informational,140,"0.67,0.81,1.00,0.67,0.81,0.67,0.67,0.81,0.67,0.52,0.52,0.52",22,0.30,0.15,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
性格 診断 おすすめ,Informational,140,"0.67,0.67,0.81,0.81,0.67,0.81,0.81,0.67,0.81,0.67,0.81,1.00",23,0.38,0.16,"Sitelinks, AI Overview, Video, People also ask, Related searches"
性格 診断 ビッグ ファイブ,Informational,140,"1.00,0.81,0.67,0.81,0.81,0.52,0.52,0.43,0.67,0.52,0.67,0.52",16,0.21,0.31,"Video, Video carousel, People also ask, Ads bottom"
性格 診断 ポケモン,Informational,140,"0.07,0.03,0.03,1.00,0.29,0.02,0.02,0.29,0.66,0.02,0.02,0.44",18,0.00,0.00,"Video, People also ask, Related searches"
性格 診断 動物 占い,Informational,140,"0.52,0.52,1.00,0.52,0.67,0.81,0.67,0.33,0.43,0.43,0.33,0.43",29,0.00,0.33,"Video, Related searches"
性格 診断 履歴 書,Informational,140,"0.67,0.67,1.00,1.00,0.81,0.52,0.52,0.67,0.52,0.43,0.67,0.52",16,0.00,0.02,"Image, Image pack, Related searches"
性格 診断 当たる 無料,Informational,140,"0.81,0.81,1.00,1.00,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.43",33,0.13,0.32,"AI Overview, Video, People also ask, Related searches"
性格 診断 心理 学,Informational,140,"1.00,0.82,1.00,1.00,0.82,1.00,0.65,0.65,0.53,0.65,1.00,0.82",26,0.58,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
性格 診断 無料 簡単,Informational,140,"1.00,1.00,0.82,1.00,1.00,0.82,0.65,0.65,0.82,0.82,0.53,0.65",33,0.10,0.26,"People also ask, Related searches, Ads top"
性格 診断 生年 月 日 血液 型,Informational,140,"1.00,0.52,0.52,0.81,0.67,0.52,0.67,0.24,0.24,0.24,0.43,0.24",16,0.00,0.01,"Sitelinks, People also ask, Related searches"
性格 診断 結果,Informational,140,"1.00,1.00,1.00,1.00,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79",31,0.00,0.01,"AI Overview, Image pack, Video, People also ask, Related searches"
性格 診断 質問,Informational,140,"0.82,1.00,0.82,1.00,0.82,0.65,0.82,0.65,0.65,0.53,0.65,0.65",30,0.00,0.03,"Reviews, Image pack, Video, People also ask, Related searches"
性格 診断 起業 家,Informational,140,"1.00,0.82,1.00,0.82,0.82,0.53,0.53,0.65,0.53,0.65,0.53,0.41",14,0.00,0.01,"Sitelinks, Image pack, Video, People also ask, Related searches"
恋愛 診断 アプリ,Informational,140,"0.19,0.15,0.19,0.24,0.19,0.19,0.15,0.19,0.19,0.24,0.15,1.00",28,1.28,0.29,"AI Overview, Reviews, People also ask, Related searches"
成績 アップ 勉強 法 タイプ 診断,Informational,140,"1.00,0.54,0.81,0.81,0.65,0.42,0.35,0.27,0.27,0.27,0.35,0.35",12,0.53,0.12,"Sitelinks, Image pack, Video, People also ask, Related searches"
最新 心理 テスト,Informational,140,"0.53,0.65,0.82,0.82,0.82,0.65,0.65,0.82,1.00,0.82,0.65,0.65",27,0.00,0.33,"Sitelinks, Video, Related searches"
本当 の 性格 診断,Informational,140,"0.82,0.65,0.82,1.00,0.65,1.00,1.00,0.82,0.65,0.82,0.65,0.65",32,0.20,0.26,"Video, People also ask, Related searches"
気 の 強 さ 診断,Informational,140,"1.00,1.00,1.00,0.82,1.00,0.82,0.65,0.53,0.65,0.53,0.82,0.82",32,0.14,0.09,"People also ask, Related searches"
深層 心理 性格 診断,Informational,140,"0.02,0.04,0.02,0.04,0.06,1.00,0.35,0.23,0.23,0.19,0.29,0.15",33,0.29,0.02,"Video, Related searches"
無料 性格 占い,Informational,140,"0.54,0.65,0.54,0.65,1.00,0.81,0.54,0.42,0.42,0.54,0.42,0.54",20,0.10,0.25,"People also ask, Related searches"
狂っ てる 人 診断,Informational,140,"0.06,0.04,0.02,1.00,0.81,0.02,0.29,0.15,0.02,0.15,0.02,0.02",12,0.00,0.33,"People also ask, Related searches"
理解 力 が ない 診断,Informational,140,"1.00,1.00,1.00,0.65,0.82,0.82,1.00,0.82,0.82,0.65,1.00,0.65",23,0.49,0.10,"Video, People also ask, Related searches"
生まれ 順 性格 診断,Informational,140,"0.52,0.67,0.43,0.67,0.67,0.52,1.00,0.43,1.00,0.43,0.43,0.43",16,0.00,0.03,"AI Overview, Image pack, Video, People also ask, Related searches"
相性 心理 テスト,Informational,140,"1.00,1.00,0.82,1.00,0.82,0.65,0.82,0.82,0.82,0.53,0.82,0.82",24,0.84,0.02,"Video, Related searches"
相手 の 性格 診断,Informational,140,"1.00,0.82,1.00,0.82,0.82,0.65,0.53,0.53,0.53,0.65,0.82,0.53",28,0.00,0.02,"Video, People also ask, Related searches"
秘密 主義 診断,Informational,140,"0.67,0.67,0.81,1.00,0.81,0.67,1.00,0.67,0.67,0.52,0.67,0.43",14,0.00,0.03,"Video, People also ask, Related searches"
系 女子 診断,Informational,140,"0.01,0.67,0.07,1.00,0.01,0.01,0.01,0.01,0.06,0.01,0.12,0.01",17,0.00,0.33,"Video, Related searches"
群れ ない 女 診断,Informational,140,"0.43,0.52,1.00,0.81,0.67,0.81,0.67,0.67,0.81,0.67,0.52,0.43",16,0.05,0.05,"Sitelinks, People also ask, Related searches"
自分 が 嫌い 心理 テスト,Informational,140,"0.81,1.00,0.81,0.65,0.54,0.42,0.35,0.12,0.42,0.27,0.54,0.42",12,0.10,0.17,"Sitelinks, Video, People also ask, Related searches"
自分 っ て どんな 人,Informational,140,"0.81,0.52,0.52,0.52,0.52,0.52,0.52,0.43,0.43,0.81,1.00,0.81",28,0.23,0.34,"AI Overview, Video, People also ask, Related searches"
自分 に 甘い 診断,Informational,140,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.79,0.79,0.64,0.79,0.79",14,0.16,0.10,"Video, People also ask, Related searches"
自分 の 気持ち 診断,Informational,140,"0.81,0.67,1.00,0.67,0.52,0.43,0.33,0.33,0.24,0.33,0.33,0.43",12,0.00,0.02,Related searches
自己 分析 性格,Informational,140,"0.82,0.82,1.00,1.00,0.65,0.65,1.00,0.82,1.00,1.00,0.82,1.00",24,0.60,0.50,"Sitelinks, Image pack, Video, Related searches"
自己 認識 テスト,Informational,140,"0.82,0.82,0.82,1.00,0.82,0.53,0.53,0.41,0.53,0.41,0.41,0.29",25,0.27,0.43,"AI Overview, Video, People also ask, Related searches"
芸能人 なれる か 診断,Informational,140,"0.65,1.00,0.65,0.82,0.82,0.65,1.00,0.65,0.53,0.29,0.29,0.29",11,1.08,0.04,"Video, People also ask, Related searches"
血液 型 診断 無料,Informational,140,"0.81,0.54,0.42,0.42,0.54,0.65,0.54,0.54,0.65,0.54,0.65,1.00",7,0.00,0.01,Related searches
診断 テスト 一覧,Informational,140,"0.67,0.81,0.52,0.52,0.67,0.43,0.52,1.00,0.67,0.67,0.67,1.00",32,0.00,0.01,"Reviews, Image pack, Video, People also ask, Related searches"
診断 テスト 中学生,Informational,140,"0.35,0.54,0.65,0.42,0.42,0.42,1.00,0.81,0.35,0.54,0.27,0.42",10,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
診断 ネタ,Informational,140,"0.33,0.52,0.52,0.81,0.81,0.81,0.81,0.67,0.67,0.52,1.00,0.67",20,0.00,0.33,"Video, People also ask, Related searches"
診断 有名,Informational,140,"0.27,0.27,0.54,0.81,0.65,0.81,0.65,0.54,0.65,0.65,1.00,1.00",24,0.57,0.05,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
診断 質問,Informational,140,"1.00,0.82,1.00,1.00,0.82,0.82,1.00,0.65,0.82,0.82,1.00,0.82",22,0.45,0.02,"Sitelinks, Video, Related searches"
質問 診断,Informational,140,"1.00,0.82,1.00,1.00,0.82,0.82,1.00,0.65,0.82,0.82,1.00,0.82",24,0.00,0.02,"Video, Related searches"
13 の 性格,Informational,110,"0.28,0.28,0.18,0.28,0.23,0.23,0.23,0.28,0.28,0.28,0.28,1.00",21,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Knowledge panel, Related searches"
16pf 人格 検査,Informational,110,"0.07,0.01,0.01,0.36,0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01",15,0.55,0.05,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom"
5 因子 モデル,Informational,110,"0.54,0.27,0.35,0.54,0.42,0.35,0.65,0.27,0.12,0.35,1.00,0.35",32,0.38,0.06,"Sitelinks, AI Overview, Video, People also ask, Related searches"
dq3 性格 診断,Informational,110,"0.65,0.82,0.82,1.00,0.82,0.53,0.82,0.41,0.41,0.41,0.41,0.41",24,0.00,0.33,"Sitelinks, Video, Related searches"
intp 性格 診断,"Informational, Transactional",110,"0.41,0.41,0.53,0.65,0.53,0.65,0.82,0.82,0.82,1.00,1.00,1.00",26,0.17,0.34,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
lifo 診断 無料,Informational,110,"1.00,0.12,0.65,0.65,0.06,0.06,0.18,0.24,0.06,0.65,0.12,0.29",11,0.46,0.24,"Sitelinks, People also ask, Related searches"
mbci,"Informational, Navigational",110,"1.00,1.00,0.79,0.79,0.79,1.00,0.64,0.64,0.64,0.64,0.64,0.79",23,0.00,0.33,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
mbpt,Informational,110,"1.00,0.79,0.79,0.79,0.79,0.79,0.79,0.64,0.79,0.79,1.00,1.00",27,0.36,0.18,"Video, People also ask, Knowledge panel, Related searches"
mbti in 型,Informational,110,"0.52,0.52,1.00,1.00,0.52,0.52,0.33,0.24,0.33,0.52,0.33,0.52",26,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
mbti teste,Informational,110,"0.50,0.50,0.79,0.79,0.79,1.00,0.79,1.00,0.79,0.79,1.00,0.79",33,0.31,0.24,"Video, Related searches"
mbti 例,Informational,110,"0.79,0.64,0.79,0.64,0.64,0.79,0.50,0.50,1.00,1.00,0.79,0.64",18,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask"
mbti 問題,Informational,110,"0.28,0.10,0.67,0.03,0.03,0.08,0.03,0.05,0.23,0.05,1.00,0.18",33,0.00,0.01,"Sitelinks, Image pack, Video, People also ask, Related searches"
mbti 女性,Informational,110,"0.65,1.00,0.65,0.65,0.65,0.41,0.53,0.53,0.82,0.65,1.00,0.53",15,0.00,0.01,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
mbti 性格 診断 無料,Informational,110,"1.00,1.00,0.33,0.33,0.43,0.67,0.43,0.33,0.43,0.52,0.67,0.52",30,0.31,0.52,"Reviews, Video, People also ask, Related searches"
mbti 海外,Informational,110,"1.00,0.79,1.00,1.00,0.79,0.50,0.79,0.64,0.64,0.79,0.79,0.79",23,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
mdi 診断,Informational,110,"0.06,1.00,0.02,0.54,0.06,0.04,0.02,0.02,0.04,0.02,0.02,0.04",13,0.00,0.02,"AI Overview, People also ask, Related searches"
mmpi テスト 無料,Informational,110,"1.00,0.36,0.29,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02",21,0.30,0.11,"Image pack, Video, People also ask, Related searches"
spi 性格 診断 対策,Informational,110,"0.53,0.29,0.53,0.53,0.53,0.41,0.41,0.65,0.82,0.82,1.00,1.00",19,0.32,0.14,"Sitelinks, Video, People also ask, Related searches"
tci 性格 テスト,Informational,110,"0.01,0.44,0.04,0.04,0.01,0.01,1.00,0.01,0.10,0.03,0.01,0.03",15,0.75,0.34,"AI Overview, Reviews, Video, People also ask, Related searches, Ads middle"
tinder 性格 タイプ 診断,Informational,110,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,1.00",27,0.57,0.05,"Sitelinks, Video, People also ask, Related searches"
tsf 診断,Informational,110,"0.82,0.65,0.82,1.00,0.65,0.41,0.41,0.41,0.29,0.29,0.65,0.24",17,0.00,0.33,Reviews
via 性格 診断,Commercial,110,"0.82,0.65,1.00,0.82,0.65,0.41,0.41,0.53,0.53,0.41,0.65,0.82",18,0.65,0.27,"Video, People also ask, Related searches"
with 性格 タイプ,"Informational, Transactional",110,"0.65,0.65,0.65,0.82,1.00,0.65,0.65,0.53,0.65,0.53,0.65,0.53",29,0.00,0.01,"Image pack, Video, People also ask, Related searches"
