Keyword,Intent,Relevance,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
gemini and virgo,Informational,42,2900,"0.81,0.44,0.67,1.00,0.44,0.81,0.67,1.00,1.00,0.67,0.67,1.00",24,0.03,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
gemini sagittarius compatibility,Informational,47,2900,"0.29,1.00,0.16,0.23,0.29,0.29,0.29,0.81,0.23,0.44,0.29,0.16",22,0.02,0.03,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
gemini scorpio love compatibility,Informational,46,2900,"0.53,0.81,0.00,0.02,0.16,1.00,0.81,0.67,0.67,0.67,0.30,0.44",27,0.07,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
gemini virgo compatibility,Informational,47,2900,"0.66,0.82,1.00,0.66,0.55,0.43,0.66,0.55,0.55,0.82,0.82,0.43",22,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
horoscope 12 november,Informational,35,2900,"0.44,0.66,0.00,0.16,0.29,0.44,1.00,0.66,0.44,0.66,0.66,0.81",33,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
june 10 is what zodiac sign,Informational,36,2900,"0.54,1.00,0.00,0.02,0.00,0.44,0.36,0.02,0.03,0.03,0.08,0.03",30,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
june 21st zodiac,Informational,30,2900,"0.55,1.00,0.83,0.45,0.34,0.28,0.45,0.45,0.55,0.45,0.55,1.00",32,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
kinds of relationship,Informational,43,2900,"0.53,0.67,0.01,0.05,0.53,0.44,0.53,0.81,0.35,0.53,0.53,1.00",33,0.63,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
leo cancer relationship,Informational,42,2900,"0.01,0.03,0.00,0.02,0.00,0.44,0.03,0.03,0.66,0.81,1.00,0.02",31,0.03,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
leo gemini love match,Informational,44,2900,"0.81,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00",32,0.03,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
libra woman and libra woman,Informational,42,2900,"0.53,0.67,0.01,0.16,0.53,1.00,0.53,0.44,0.35,0.67,0.53,0.67",32,0.03,0.05,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
november 12 zodiac,Informational,34,2900,"0.44,0.44,0.55,0.44,0.29,0.44,1.00,0.44,0.44,0.29,0.44,0.44",31,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
pisces and pisces compatibility,Informational,47,2900,"0.43,0.36,0.36,0.55,0.27,0.82,0.36,1.00,0.36,0.27,0.66,0.27",27,0.09,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
pisces woman and pisces woman,Informational,40,2900,"0.53,0.82,0.00,0.15,0.29,0.44,0.82,0.67,0.44,1.00,1.00,0.67",15,0.02,0.05,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
sagittarius and scorpio compatibility,Informational,47,2900,"1.00,0.81,0.81,1.00,0.67,0.81,1.00,0.81,0.81,0.81,0.67,0.67",19,0.02,0.02,"AI Overview, Video, People also ask, Related searches"
scorpio taurus compatibility,Informational,48,2900,"0.67,0.53,0.28,0.36,0.19,0.19,0.22,0.28,0.67,1.00,0.28,0.06",26,0.02,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
sep 20th zodiac sign,Informational,36,2900,"0.81,0.01,0.00,0.10,1.00,0.66,0.02,0.00,0.00,0.00,0.00,0.00",32,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
sexual attraction,Informational,44,2900,"0.63,0.88,1.00,0.63,1.00,1.00,0.88,0.50,0.63,0.38,0.50,0.50",29,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Things to know"
taurus and gemini,Informational,42,2900,"1.00,0.53,0.64,0.64,0.53,0.64,0.53,0.64,0.64,0.81,0.64,0.81",25,0.03,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
virgo and scorpio,Informational,42,2900,"0.79,0.66,0.66,1.00,1.00,0.79,0.79,0.66,0.66,0.52,1.00,0.79",30,0.02,0.03,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
virgo scorpio compatibility,Informational,47,2900,"0.23,0.29,1.00,0.23,0.15,0.19,0.13,0.13,0.15,0.13,0.13,0.44",34,0.01,0.04,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
zodiac for june 21st,Informational,34,2900,"0.00,0.00,0.00,0.09,1.00,1.00,0.02,0.00,0.01,0.01,0.02,0.01",26,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
zodiac of october 30,Informational,36,2900,"0.43,0.66,0.01,0.13,0.24,1.00,0.66,0.54,0.36,0.54,0.54,0.66",21,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
zodiac signs dec 9,Informational,40,2900,"0.00,0.44,0.00,0.00,0.00,0.00,0.44,1.00,0.36,0.36,0.54,0.54",33,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
1 dec zodiac,Informational,34,2400,"0.53,0.06,0.00,0.06,0.67,1.00,0.00,0.04,0.67,1.00,1.00,0.02",32,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
12 march horoscope,Informational,35,2400,"0.55,0.83,0.00,0.03,0.55,1.00,0.83,0.00,0.00,1.00,0.00,1.00",30,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
12th march horoscope,Informational,34,2400,"0.55,0.83,0.00,0.03,0.55,1.00,0.83,0.00,0.00,1.00,0.00,1.00",30,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
12th march zodiac,Informational,36,2400,"0.53,0.81,0.01,0.05,0.53,1.00,0.81,0.00,0.00,1.00,0.00,0.00",31,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
2028 chinese zodiac,Informational,32,2400,"0.18,0.16,0.24,0.24,0.24,0.29,0.29,0.66,1.00,1.00,0.44,0.35",28,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
23 may horoscope sign,Informational,33,2400,"0.65,0.54,0.01,0.20,0.43,0.43,0.65,0.54,0.43,0.81,0.81,1.00",34,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
25th nov zodiac sign,Informational,33,2400,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.54,0.00,0.00,0.00,0.00",19,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
aquarius and capricorn,Informational,42,2400,"0.83,1.00,0.65,0.83,0.83,0.83,0.65,0.65,0.65,0.43,0.83,0.57",24,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
aries virgo compatibility,Informational,46,2400,"0.21,0.79,0.33,1.00,0.67,0.21,0.42,0.13,0.13,0.29,0.79,0.17",26,0.01,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
astrological sign for march 12,Informational,35,2400,"0.35,0.44,0.00,0.16,0.35,0.24,0.44,0.44,0.35,0.66,1.00,0.44",30,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
astrology elements,Informational,46,2400,"0.44,0.24,0.24,0.81,0.35,0.24,0.30,0.24,1.00,0.35,0.09,0.67",32,0.04,0.01,"AI Overview, Image pack, Video, People also ask, Related searches"
astrology gemini cancer,Informational,39,2400,"0.65,1.00,0.00,0.20,0.55,0.55,0.65,0.55,0.42,0.82,0.65,0.82",34,0.02,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
astrology june 12,"Informational, Commercial",37,2400,"1.00,0.03,0.01,0.05,0.43,0.81,0.00,0.03,0.54,0.81,0.81,0.07",24,0.43,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
astrology leo and capricorn,Informational,42,2400,"0.67,1.00,0.00,0.24,0.67,0.67,0.80,1.00,0.67,1.00,0.00,1.00",25,0.03,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
attraction for sex,Informational,41,2400,"0.44,0.67,0.00,0.06,0.53,1.00,0.81,0.44,0.28,0.33,0.44,0.33",32,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
birth sign for july 12,Informational,35,2400,"0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.54,0.44,0.66,0.00,1.00",28,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
capricorn and leo,Informational,41,2400,"0.79,0.52,0.52,0.79,0.45,0.52,0.45,1.00,0.28,0.79,0.52,0.45",25,0.03,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
capricorn and pisces,Informational,37,2400,"1.00,0.79,0.67,0.50,0.67,0.50,0.67,0.67,0.67,0.67,0.79,0.67",19,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
capricorn and pisces compatibility relationship,Informational,44,2400,"0.13,1.00,0.00,0.03,0.66,0.01,0.00,0.02,0.81,0.00,0.05,0.00",18,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
capricorn and scorpio,Informational,43,2400,"0.84,0.53,0.68,0.53,0.68,1.00,0.84,0.68,0.68,0.68,0.68,0.42",15,0.02,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
capricorn and virgo,Informational,42,2400,"0.79,0.52,0.66,0.52,0.52,0.34,0.45,1.00,0.52,0.79,0.52,0.52",25,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Discussions and forums, Related searches"
chinese astrology 1979,Informational,33,2400,"0.02,0.07,0.03,0.03,0.00,0.00,0.05,0.01,1.00,0.02,0.01,0.02",30,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
chinese zodiac 1996,Informational,35,2400,"0.20,0.20,0.20,0.24,0.24,0.24,0.55,0.55,0.82,1.00,0.36,0.29",32,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, Short videos, People also ask, Related searches"
compatibility for sagittarius and scorpio,Informational,44,2400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.54,0.54,0.54",30,0.02,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
define twin flame,Informational,38,2400,"0.11,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.00,0.03,0.08,0.08",33,0.02,0.09,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
gemini taurus compatibility,Informational,44,2400,"0.52,0.43,0.34,0.34,0.30,0.18,0.18,0.43,0.43,1.00,0.30,0.30",26,0.04,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
gemini woman and gemini woman,Informational,43,2400,"0.80,1.00,0.00,0.24,0.67,0.52,0.80,0.67,0.52,0.67,0.80,1.00",20,0.03,0.06,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
he has me,Informational,35,2400,"0.10,0.04,0.03,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.08,1.00",27,0.00,0.33,"AI Overview, Image, Image pack, Video, Short videos, People also ask, Related searches"
how to do the true love test on paper,Informational,40,2400,"0.24,0.02,0.01,0.08,0.66,1.00,0.66,0.01,0.01,0.01,0.01,0.01",26,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
how to know whether you like someone,Informational,38,2400,"0.67,0.67,0.02,0.25,0.67,0.67,0.80,0.67,0.53,1.00,0.80,1.00",22,0.10,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
how to strengthen relationships,Informational,36,2400,"0.01,0.01,0.01,0.01,0.19,0.43,0.43,0.36,0.43,0.43,1.00,1.00",34,0.75,0.32,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
incompatibility,Informational,45,2400,"0.23,0.30,0.43,0.34,0.34,0.23,0.30,0.34,0.52,1.00,0.52,0.34",23,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
july 2 sign,Informational,31,2400,"0.16,0.08,0.53,0.13,0.18,1.00,0.07,0.08,0.66,1.00,0.81,1.00",30,0.03,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
jyothisham near me,Transactional,34,2400,"0.67,0.80,0.01,0.25,0.44,0.67,0.80,0.67,0.53,1.00,0.80,1.00",31,2.95,0.24,"AI Overview, Reviews, Video, People also ask, Knowledge panel, Related searches"
leo and gemini,Informational,41,2400,"0.81,0.53,0.67,1.00,0.67,0.67,0.36,0.28,0.36,1.00,0.44,0.53",29,0.02,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
leo cancer couples,Informational,43,2400,"0.82,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",26,0.03,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
libra and libra compatibility,Informational,49,2400,"0.55,0.34,1.00,0.45,0.28,0.34,0.34,0.45,0.66,0.55,0.24,0.28",29,0.02,0.01,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
libra libra compatibility,Informational,49,2400,"0.07,0.08,0.10,0.08,0.28,1.00,0.54,0.10,0.66,0.43,0.43,0.54",27,0.02,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
life partner,Informational,38,2400,"0.43,0.54,0.65,0.81,1.00,0.30,0.81,0.30,0.54,0.16,1.00,0.09",32,1.04,0.04,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
nov 18 horoscope sign,Informational,36,2400,"0.04,0.08,0.00,0.07,0.66,1.00,0.10,0.03,0.66,1.00,1.00,0.13",32,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
nov 3 horoscope sign,Informational,36,2400,"0.04,0.81,0.01,0.07,0.53,1.00,0.00,0.01,0.66,1.00,1.00,0.03",30,0.00,0.33,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
pisces taurus compatibility,Informational,46,2400,"1.00,0.22,0.44,0.33,0.22,0.53,0.44,0.33,0.81,0.28,0.28,0.33",24,0.15,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
relationship quiz,"Informational, Commercial",44,2400,"0.23,0.19,0.23,0.23,0.29,0.19,0.23,0.19,0.16,0.10,0.23,1.00",34,0.56,0.14,"Video, Related searches"
sagittarius fire sign,Informational,45,2400,"0.66,0.83,0.83,0.83,0.83,0.66,0.83,1.00,0.83,0.66,0.45,0.66",24,0.05,0.01,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Related searches, Things to know"
sagittarius scorpio compatible,Informational,44,2400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.54,0.54,0.54",27,0.02,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
scorpio a n d sagittarius compatibility,Informational,44,2400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.55,0.55,0.55",20,0.02,0.02,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
scorpio and capricorn,Informational,40,2400,"0.84,0.42,0.53,0.53,0.68,0.37,0.53,0.84,1.00,0.84,0.68,1.00",19,0.02,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
scorpio and gemini,Informational,40,2400,"1.00,0.67,0.54,0.35,0.44,0.30,0.35,0.30,0.44,0.30,0.35,0.44",24,0.02,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
scorpio and taurus,Informational,39,2400,"1.00,0.79,0.42,0.54,0.67,0.67,0.42,0.33,0.42,0.29,0.54,0.54",33,0.03,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
scorpio sagittarius match,Informational,44,2400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.54,0.54,0.54",24,0.02,0.02,"AI Overview, Video, Video carousel, People also ask, Related searches"
second love theory,Informational,35,2400,"1.00,1.00,0.16,0.26,0.16,0.21,0.00,0.26,0.21,0.21,0.21,0.42",28,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Things to know"
sexualattraction,Informational,40,2400,"0.44,0.67,0.01,0.05,0.53,1.00,0.81,0.44,0.30,0.35,0.44,0.35",27,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Knowledge panel, Related searches"
taurus scorpio compatibility,Informational,46,2400,"0.54,0.33,0.29,0.54,0.33,1.00,0.67,0.33,0.29,0.54,0.54,1.00",34,0.02,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
taurus woman and taurus woman,Informational,40,2400,"0.53,0.82,0.00,0.05,0.29,0.44,0.82,0.67,0.44,0.00,0.67,1.00",17,0.03,0.07,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
venus in capricorn,Informational,40,2400,"1.00,0.84,0.84,0.63,0.63,0.63,0.63,1.00,1.00,0.53,0.63,0.63",31,0.00,0.33,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
virgo a n d gemini compatibility,Informational,47,2400,"0.00,0.00,0.00,0.00,0.00,1.00,0.81,0.81,0.67,0.00,1.00,1.00",23,0.03,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
virgo and aries,Informational,37,2400,"0.66,0.79,0.66,0.52,0.52,0.66,0.45,0.45,0.52,1.00,0.66,0.45",27,0.02,0.01,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Related searches"
virgo and capricorn,Informational,39,2400,"1.00,0.83,0.83,0.57,0.65,0.83,0.65,0.43,0.83,0.65,1.00,0.83",25,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
virgo with a scorpio,Informational,40,2400,"0.65,1.00,0.02,0.00,0.65,0.00,1.00,0.82,0.55,0.82,0.00,1.00",21,0.02,0.03,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
zodiac sign for sep 11,Informational,39,2400,"1.00,1.00,0.00,0.04,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00",32,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
zodiac signs oct 10,Informational,41,2400,"0.66,0.80,0.01,0.24,0.66,1.00,0.66,0.66,0.52,1.00,0.80,1.00",33,0.00,0.33,"AI Overview, Image, Video, Video carousel, People also ask, Related searches"
1990 horoscope chinese,Informational,35,1900,"0.01,0.03,0.00,0.10,0.66,1.00,0.00,0.02,0.01,0.03,0.07,0.01",31,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
21st august zodiac sign,Informational,36,1900,"1.00,1.00,0.00,0.09,0.65,0.44,0.65,0.84,0.56,0.65,0.84,0.84",31,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
agreeability,Informational,46,1900,"0.14,0.08,0.22,0.28,0.28,0.53,0.11,0.08,0.53,0.11,1.00,0.67",32,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
aquarians and capricorns,Informational,42,1900,"0.67,1.00,0.00,0.24,0.67,0.67,0.80,1.00,1.00,0.00,0.00,0.00",22,0.02,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
astrology leo and scorpio,Informational,42,1900,"0.43,0.54,0.00,0.00,0.36,0.54,1.00,0.81,0.54,0.00,0.29,0.00",23,0.02,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
cancer zodiac compatibility,Informational,41,1900,"0.65,0.65,0.65,0.56,1.00,0.56,0.56,0.65,0.44,0.65,0.84,0.65",33,0.03,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
capricorn and venus,Informational,37,1900,"0.83,1.00,0.01,0.30,0.65,0.65,0.83,0.83,0.65,0.83,0.83,0.83",14,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
capricorn in virgo,Informational,38,1900,"0.65,0.82,0.02,0.06,0.36,0.55,1.00,0.82,0.82,0.82,0.00,0.00",28,0.02,0.02,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
capricorn pisces compatibility,Informational,45,1900,"0.24,0.29,0.66,0.07,0.16,0.29,0.29,0.13,1.00,0.29,1.00,0.29",19,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
