Keyword,Intent,Relevance,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
enfp famous people,Informational,42,1300,"0.75,1.00,0.42,1.00,0.54,0.75,1.00,0.54,1.00,1.00,0.75,0.75",22,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
enneagram 5w4,Informational,55,1300,"0.52,0.52,0.38,0.52,0.52,0.69,1.00,0.46,0.85,0.85,0.85,0.85",27,0.53,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
ennegram 4,Informational,58,1300,"0.22,0.28,0.22,0.53,0.14,0.36,0.36,0.44,1.00,0.14,0.28,0.11",27,0.36,0.02,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches, Things to know"
ennegram 6,"Informational, Commercial",58,1300,"0.00,0.00,0.53,0.53,0.53,0.53,0.19,0.36,1.00,0.22,0.19,0.19",25,0.24,0.03,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Things to know"
esfj characters,Informational,37,1300,"0.82,1.00,0.62,0.82,0.82,0.82,0.82,0.62,1.00,1.00,0.82,0.82",26,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
estj characters,Informational,32,1300,"1.00,0.76,1.00,1.00,1.00,0.76,0.76,0.67,1.00,0.76,0.76,1.00",23,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
e人,Informational,33,1300,"1.00,1.00,0.00,0.79,0.67,0.11,0.11,0.11,0.79,0.06,0.08,0.08",34,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
intj famous people,Informational,34,1300,"0.81,0.81,0.81,1.00,0.81,0.81,0.61,0.28,1.00,1.00,0.81,0.56",23,0.02,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
intj-a personality,Informational,41,1300,"0.67,1.00,0.05,0.05,0.00,0.24,0.12,0.15,0.20,0.20,0.27,0.24",31,0.22,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
isfj careers,Commercial,34,1300,"0.25,0.52,0.68,1.00,0.68,0.68,0.52,0.10,0.68,0.52,0.52,0.52",27,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
isfj vs infj,"Informational, Commercial",38,1300,"0.55,0.81,1.00,0.81,0.62,1.00,0.62,0.81,0.81,0.62,0.81,0.81",16,0.04,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
logician personality type,Informational,37,1300,"0.52,0.46,0.69,1.00,0.69,0.69,0.52,0.46,0.52,0.52,0.52,0.52",33,0.10,0.02,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
mbti functions test,Commercial,38,1300,"0.29,0.10,0.35,0.08,0.13,0.24,0.10,0.07,1.00,0.10,0.13,0.24",21,0.43,0.37,"Sitelinks, Video, People also ask, Related searches"
mbti letters meaning,Informational,40,1300,"0.25,0.55,0.34,0.65,0.55,0.34,0.25,0.20,0.65,0.83,0.45,1.00",21,0.31,0.33,"Sitelinks, AI Overview, Video, Related searches"
most common mbti,Informational,40,1300,"0.68,0.84,0.84,0.68,0.84,0.52,0.68,0.46,0.68,0.84,0.84,1.00",24,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, People also ask, Related searches"
n vs s myers briggs,Commercial,37,1300,"0.54,0.41,0.79,0.41,0.67,0.79,0.24,0.54,0.37,1.00,0.54,0.41",22,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
persona quiz,Informational,34,1300,"1.00,0.14,0.36,0.81,0.22,0.03,0.03,0.03,0.03,0.03,0.03,0.03",12,1.20,0.02,"Sitelinks, Video, Related searches"
rare mbti,Informational,45,1300,"0.03,0.65,0.29,1.00,0.05,0.36,0.05,0.01,0.65,0.07,0.10,0.08",24,0.32,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
rare personality types,Informational,58,1300,"0.28,0.24,0.28,0.15,0.28,0.19,0.19,0.19,0.35,1.00,0.52,0.35",30,0.68,0.01,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
riso hudson enneagram type,Informational,48,1300,"1.00,0.02,0.00,0.02,0.00,0.00,0.07,0.00,0.09,0.00,0.02,0.00",30,1.08,0.11,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
s or n myers briggs,Informational,38,1300,"0.83,1.00,0.01,0.30,0.83,0.65,0.04,0.01,0.04,0.04,0.03,0.04",23,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
type 1 enneagram,Informational,67,1300,"0.84,0.53,0.84,1.00,0.84,0.63,0.53,0.84,0.84,0.63,0.63,0.63",28,0.69,0.02,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Things to know, Ads bottom"
type 3,Informational,48,1300,"1.00,0.81,0.81,0.81,1.00,0.81,0.81,0.81,1.00,0.81,1.00,1.00",26,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Things to know"
type 7 enneagram,Informational,60,1300,"0.51,0.69,0.69,0.83,0.69,0.69,0.51,0.46,0.69,0.51,1.00,0.69",19,0.43,0.02,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
type 8 enneagram,Informational,60,1300,"0.67,0.67,0.83,0.67,0.83,0.50,0.83,0.67,0.67,0.67,1.00,0.83",21,0.41,0.03,"AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
type 9 enneagram,Informational,59,1300,"0.77,0.77,0.77,1.00,1.00,0.77,0.77,0.77,1.00,0.77,1.00,0.77",23,0.42,0.04,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
type a or b personality test,Informational,37,1300,"1.00,0.46,0.52,0.68,0.68,0.68,0.52,0.52,0.52,0.46,0.46,0.52",24,0.42,0.51,"AI Overview, Video, Related searches, Ads top, Ads bottom"
type four enneagram,Informational,61,1300,"0.41,0.30,0.41,0.24,0.41,0.54,0.30,0.54,1.00,0.54,0.30,0.66",23,0.53,0.04,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Things to know, Ads top, Ads bottom"
type two enneagram,Informational,62,1300,"0.62,0.55,0.62,0.62,0.80,1.00,0.44,1.00,0.80,1.00,0.80,0.62",29,0.72,0.03,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
what is intj,Informational,40,1300,"0.67,0.67,0.67,0.84,1.00,0.67,0.67,0.67,0.84,0.84,0.84,0.67",34,0.50,0.03,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
1w2,Informational,41,1000,"0.55,0.44,0.55,0.62,1.00,0.55,0.62,0.44,0.62,0.55,0.62,0.80",19,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
2w1,Informational,42,1000,"0.75,1.00,0.75,0.75,0.67,0.75,0.75,0.75,1.00,0.75,1.00,1.00",17,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
3w2 enneagram,Informational,61,1000,"1.00,0.20,0.46,0.68,0.52,0.52,0.68,0.68,0.68,0.68,0.46,0.68",24,0.34,0.02,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
3w4,Informational,43,1000,"0.67,0.75,1.00,0.75,0.67,0.67,1.00,0.75,1.00,1.00,1.00,1.00",16,0.73,0.01,"Featured snippet, Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Things to know"
4 enneagram,Informational,61,1000,"0.75,0.75,1.00,0.75,0.75,1.00,1.00,0.50,0.75,0.75,1.00,0.75",25,0.42,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know, Ads middle"
5w4 enneagram,Informational,56,1000,"0.79,0.79,0.79,0.79,0.79,0.54,0.33,0.63,0.79,0.79,0.79,1.00",24,0.53,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
5w6 enneagram,Informational,60,1000,"0.60,0.80,0.80,0.60,1.00,0.60,0.50,0.50,0.80,0.60,0.80,0.40",24,0.73,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Things to know"
6 enneagram,Informational,62,1000,"1.00,1.00,1.00,1.00,1.00,1.00,0.89,0.89,0.89,0.72,1.00,1.00",31,0.28,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Things to know"
7 enneagram,Informational,60,1000,"0.63,0.63,1.00,1.00,1.00,0.75,0.75,0.63,1.00,0.75,1.00,0.75",20,0.36,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
7w6,Informational,43,1000,"0.55,0.61,0.55,0.61,0.45,0.55,0.82,0.61,0.82,0.61,1.00,0.82",22,0.75,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
9 enneagram,Informational,66,1000,"0.68,1.00,1.00,1.00,1.00,0.79,0.68,0.68,1.00,1.00,0.79,0.79",31,0.44,0.06,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Things to know"
9w1 enneagram,Informational,58,1000,"1.00,0.69,1.00,0.76,0.69,0.55,0.55,0.76,0.76,1.00,0.69,1.00",26,0.73,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
debater personality type,Informational,35,1000,"1.00,1.00,1.00,0.68,1.00,0.77,0.45,0.77,0.55,0.68,0.68,0.68",33,0.06,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
defender mbti,Informational,37,1000,"0.68,1.00,1.00,0.77,1.00,1.00,0.77,0.68,0.77,0.77,0.77,0.77",27,0.02,0.01,"AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Things to know"
define intj,Informational,38,1000,"0.55,0.55,1.00,0.55,0.77,0.45,0.36,1.00,0.77,0.45,0.36,0.68",31,0.31,0.02,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
en suffix meaning,Informational,45,1000,"1.00,0.19,0.35,0.56,0.23,0.12,0.23,0.02,0.12,0.23,0.44,0.23",24,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
eneagrama,Informational,57,1000,"1.00,0.80,0.62,0.62,0.62,0.55,0.44,0.36,0.36,0.36,0.44,0.44",33,0.82,0.28,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Knowledge panel, Related searches"
enfj celebrities,Informational,40,1000,"0.46,0.52,0.52,0.52,1.00,0.52,0.52,0.38,0.52,0.52,0.46,0.52",30,0.02,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
enfj famous people,Informational,40,1000,"0.47,0.47,0.30,0.84,1.00,0.67,0.67,0.51,0.47,0.37,0.67,0.51",24,0.02,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
enfj personality famous,Informational,38,1000,"0.81,1.00,0.06,0.30,1.00,0.81,1.00,0.62,0.81,0.81,0.00,0.81",34,0.02,0.33,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
enneagram 1w2,Informational,60,1000,"0.37,0.41,0.54,0.41,0.54,0.16,0.16,0.16,1.00,0.13,0.54,0.37",19,0.37,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Things to know"
enneagram 2w3,Informational,61,1000,"1.00,0.55,0.61,0.61,0.61,0.82,0.55,0.45,0.82,0.61,0.45,0.55",22,0.64,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
enneagram 5w6,Informational,58,1000,"0.68,1.00,0.45,1.00,0.45,0.77,0.77,0.55,0.68,1.00,0.77,0.77",22,0.69,0.01,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Things to know"
enneagram 6w5,Informational,60,1000,"0.82,1.00,0.45,0.82,0.45,0.82,0.55,0.30,0.55,0.36,0.30,0.61",27,1.12,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Things to know"
enneagram 7 description,Informational,64,1000,"1.00,0.67,0.76,1.00,0.76,1.00,1.00,0.67,1.00,0.76,1.00,0.76",25,0.18,0.03,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram 9w1,Informational,60,1000,"0.67,0.67,0.67,1.00,0.75,1.00,1.00,0.75,1.00,1.00,1.00,0.75",28,0.73,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
enneagram subtypes,Informational,64,1000,"0.16,0.37,0.41,0.29,0.20,0.24,0.29,0.29,0.41,0.54,1.00,0.79",22,1.03,0.02,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, Related searches, Things to know"
enneagram triads,Informational,59,1000,"0.55,0.44,0.62,0.62,0.55,0.62,0.62,0.62,0.55,0.62,0.62,1.00",19,1.31,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
enneagram wings,Informational,63,1000,"1.00,0.79,0.79,0.79,1.00,0.79,0.53,0.68,1.00,0.68,0.79,0.79",22,0.83,0.02,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Things to know"
entj characteristics,Informational,47,1000,"0.36,0.29,0.29,1.00,0.62,0.55,1.00,0.44,0.55,0.80,0.44,0.62",31,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
entj jobs,Commercial,38,1000,"0.75,0.67,0.56,0.75,1.00,1.00,0.75,0.56,0.75,0.75,0.67,0.56",27,0.61,0.01,"Sitelinks, AI Overview, Video, People also ask, Jobs, Discussions and forums, Related searches"
entp jobs,"Informational, Commercial",37,1000,"1.00,0.67,0.44,0.56,0.75,1.00,0.56,0.67,0.56,0.44,0.67,0.44",26,0.49,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Jobs, Discussions and forums, Related searches"
entp jobs careers,Commercial,34,1000,"1.00,0.68,0.12,0.56,1.00,0.77,0.77,0.44,0.68,0.77,0.77,0.77",25,1.20,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Jobs, Discussions and forums, Related searches"
infj test,Informational,43,1000,"0.77,0.68,0.77,0.77,1.00,1.00,1.00,0.68,0.68,0.77,0.77,0.68",34,0.63,0.63,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches, Ads top, Ads bottom"
infj vs isfj,"Informational, Commercial",39,1000,"0.62,0.81,0.81,1.00,0.81,0.45,0.62,0.62,0.81,0.62,0.81,0.81",24,0.05,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
isfj jobs,Commercial,33,1000,"0.62,0.62,0.37,0.62,0.81,1.00,0.62,0.55,0.62,0.30,0.44,0.44",22,0.91,0.01,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
j vs p myers briggs,"Informational, Commercial",32,1000,"0.81,1.00,1.00,0.62,0.44,0.62,0.44,0.30,0.55,0.37,0.55,0.44",27,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
mbti meaning of letters,Informational,40,1000,"0.83,1.00,0.02,0.31,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00",18,0.31,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
mbti most common,Informational,45,1000,"0.62,0.62,0.81,0.55,0.55,0.62,0.55,0.55,0.81,0.81,1.00,0.81",19,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
mbti p vs j,"Informational, Commercial",30,1000,"1.00,1.00,1.00,1.00,1.00,0.76,0.54,0.54,0.54,0.54,0.76,0.68",19,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
myers briggs intj,Informational,44,1000,"0.36,1.00,0.68,1.00,1.00,0.55,0.68,0.55,0.77,1.00,1.00,0.77",29,0.16,0.04,"AI Overview, Video, People also ask, Related searches"
personality type intj,Informational,44,1000,"0.36,0.55,1.00,0.45,1.00,0.30,0.55,0.82,0.62,1.00,0.62,0.62",28,0.29,0.09,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know"
tritype test,Commercial,47,1000,"0.38,0.50,0.50,0.38,0.38,0.38,0.50,0.50,0.50,0.63,1.00,0.88",16,0.25,0.26,"Sitelinks, Video, Video carousel, People also ask, Related searches"
type 1 personality enneagram,Informational,58,1000,"0.41,0.36,0.04,0.30,0.41,0.54,0.41,0.24,0.54,1.00,0.30,0.41",24,0.39,0.05,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
type 4,Informational,44,1000,"0.77,0.77,0.77,0.77,0.77,0.68,0.68,0.68,1.00,0.77,1.00,1.00",27,0.42,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
type 5,Informational,49,1000,"0.82,0.62,0.62,1.00,0.82,0.62,0.62,0.55,0.82,0.62,0.55,0.45",28,4.40,0.04,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
type a type b personality test,Informational,41,1000,"0.68,0.68,0.38,0.68,1.00,0.52,0.38,0.30,0.68,0.38,0.52,0.46",27,0.46,0.49,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Discussions and forums, Related searches"
type b personality quiz,Commercial,34,1000,"1.00,0.51,0.05,0.37,0.51,0.51,0.05,0.05,0.51,0.37,0.67,0.05",31,0.42,0.51,"Video, Related searches"
type five enneagram,Informational,62,1000,"0.16,0.13,0.13,0.01,0.10,0.65,0.01,0.04,0.55,0.65,1.00,0.83",30,0.35,0.03,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
type one enneagram,Informational,67,1000,"0.68,0.37,0.37,0.37,0.37,0.68,0.31,0.25,0.37,0.20,0.46,1.00",26,0.76,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Things to know"
what is intj personality type,Informational,44,1000,"0.30,0.36,0.81,0.62,1.00,0.62,0.81,0.81,1.00,0.81,0.36,0.36",29,0.34,0.12,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
1w9,Informational,42,880,"0.55,0.68,1.00,0.45,0.68,0.68,0.55,0.55,1.00,0.68,0.68,0.77",22,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
8 enneagram,Informational,60,880,"0.28,0.22,0.42,0.06,0.22,0.22,1.00,0.19,0.00,0.67,0.28,0.53",25,0.39,0.07,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Ads middle"
8w7 enneagram,Informational,60,880,"0.55,0.55,0.77,0.55,0.55,0.77,0.68,0.68,1.00,0.77,0.77,1.00",17,0.55,0.01,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums"
8w9,Informational,40,880,"0.75,0.67,1.00,0.67,0.67,0.56,0.56,0.67,0.75,0.67,0.67,1.00",25,1.01,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
careers for enfp-t,"Informational, Commercial",36,880,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.67,0.67,0.16,0.30,0.47",30,0.39,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
commander mbti,Informational,35,880,"0.88,0.88,0.72,0.88,0.88,1.00,0.88,0.59,0.72,0.72,0.72,0.88",27,0.10,0.01,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Things to know"
enfj jobs,"Informational, Commercial",41,880,"0.69,0.46,0.51,0.06,0.20,0.83,0.37,0.46,1.00,0.69,0.46,0.83",26,0.50,0.01,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
enfp compatibilidad,Informational,39,880,"1.00,1.00,0.10,0.73,1.00,0.73,1.00,0.89,0.89,0.73,0.89,1.00",20,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
enfp vs enfj,"Informational, Commercial",42,880,"1.00,0.73,0.89,1.00,0.58,0.89,0.73,1.00,0.73,0.89,0.89,1.00",6,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
enneagram 1 wing 2,Informational,62,880,"0.58,0.73,0.89,0.89,0.89,0.89,0.89,0.73,1.00,0.73,0.89,0.73",23,0.23,0.01,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
enneagram 2w1,Informational,59,880,"0.45,0.55,0.55,0.62,0.30,0.36,0.36,0.82,1.00,0.82,0.20,0.55",17,0.37,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
enneagram 3 type,Informational,66,880,"0.00,0.00,0.03,0.36,0.04,0.79,0.05,0.02,0.66,0.79,1.00,0.79",29,0.56,0.03,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
enneagram 3w2,Informational,62,880,"0.36,0.77,0.77,0.77,0.55,0.68,0.68,0.18,0.77,1.00,0.30,0.77",25,0.62,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Things to know"
enneagram 8 description,Informational,63,880,"0.55,0.45,0.76,0.76,0.55,0.67,0.67,0.55,1.00,0.67,0.55,0.45",22,0.10,0.05,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
