Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
istp アニメ,1,1,140,19,0.00,https://character-seikaku.memo.wiki/d/ISTP%A1%CA%B5%BB%C7%BD%BC%D4%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,65,0.13,0.00,0.33,117,"82, 100, 82, 65, 100, 100, 100, 65, 53, 53, 65, 53",2026-08-10,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
宇宙 兄弟 mbti,1,1,140,15,0.00,https://character-seikaku.memo.wiki/d/%B1%A7%C3%E8%B7%BB%C4%EF,65,0.13,0.00,0.33,94,"67, 81, 100, 100, 52, 52, 43, 67, 43, 67, 52, 81",2026-07-19,"Image pack, People also ask, Related searches",informational,Organic
mbti コナン,1,1,140,16,0.00,https://character-seikaku.memo.wiki/d/%CC%BE%C3%B5%C4%E5%A5%B3%A5%CA%A5%F3,65,0.13,0.00,0.33,106,"100, 44, 53, 34, 28, 28, 22, 22, 22, 16, 53, 53",2026-06-28,"Sitelinks, Video, Related searches",informational,Organic
ワールド トリガー mbti,2,2,480,32,0.00,https://character-seikaku.memo.wiki/d/%A5%EF%A1%BC%A5%EB%A5%C9%A5%C8%A5%EA%A5%AC%A1%BC,62,0.12,0.00,0.33,96,"67, 67, 67, 54, 67, 100, 67, 67, 67, 54, 67, 54",2026-08-01,"Image, People also ask, Related searches",informational,Organic
isfp infj,9,9,2400,17,0.00,https://character-seikaku.memo.wiki/d/ISFP-INFJ,60,0.12,0.00,0.33,119,"100, 100, 100, 100, 83, 83, 83, 66, 55, 66, 83, 83",2026-07-07,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
infp intp,6,6,1900,33,0.00,https://character-seikaku.memo.wiki/d/INFP-INTP,57,0.11,0.00,0.33,121,"100, 100, 100, 100, 79, 67, 67, 67, 67, 67, 79, 79",2026-07-08,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
isfp infp,7,7,1900,25,0.00,https://character-seikaku.memo.wiki/d/ISFP-INFP,57,0.11,0.00,0.33,128,"79, 79, 79, 79, 79, 67, 79, 67, 54, 79, 79, 100",2026-07-08,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
infj infp,7,7,1900,33,0.00,https://character-seikaku.memo.wiki/d/INFP-INFJ,57,0.11,0.00,0.33,124,"100, 79, 100, 79, 67, 67, 67, 67, 67, 67, 79, 79",2026-07-05,"Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
intp infp,8,8,1900,33,0.00,https://character-seikaku.memo.wiki/d/INFP-INTP,57,0.11,0.00,0.33,119,"100, 83, 83, 66, 66, 66, 66, 66, 55, 66, 83, 83",2026-07-07,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
intp enfp,7,7,1900,28,0.00,https://character-seikaku.memo.wiki/d/INTP-ENFP,57,0.11,0.00,0.33,101,"100, 100, 83, 83, 66, 66, 66, 55, 55, 66, 66, 66",2026-07-04,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
infp infj,8,8,1900,26,0.34,https://character-seikaku.memo.wiki/d/INFP-INFJ,57,0.11,19.00,0.33,129,"83, 83, 83, 66, 55, 55, 66, 55, 55, 66, 83, 100",2026-07-05,"Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
mbti キャラ,11,11,8100,18,0.00,https://character-seikaku.memo.wiki/d/%BA%EE%C9%CA%B0%EC%CD%F7,56,0.11,0.00,0.33,168,"82, 100, 82, 82, 67, 67, 67, 55, 55, 55, 67, 55",2026-08-15,"Image pack, Video, People also ask, Related searches",informational,Organic
トモコレ mbti,11,11,8100,33,0.00,https://character-seikaku.memo.wiki/d/%A5%C8%A5%E2%A5%C0%A5%C1%A5%B3%A5%EC%A5%AF%A5%B7%A5%E7%A5%F3,56,0.11,0.00,0.33,114,"2, 2, 2, 2, 1, 1, 2, 2, 13, 100, 82, 30",2026-08-15,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
intj isfp,5,5,1300,27,0.00,https://character-seikaku.memo.wiki/d/ISFP-INTJ,52,0.1,0.00,0.33,102,"100, 84, 100, 84, 68, 68, 68, 68, 53, 53, 68, 68",2026-07-09,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
サマー ウォーズ mbti,1,1,110,18,0.00,https://character-seikaku.memo.wiki/d/%A5%B5%A5%DE%A1%BC%A5%A6%A5%A9%A1%BC%A5%BA,51,0.1,0.00,0.33,103,"1, 19, 1, 1, 100, 19, 2, 6, 5, 2, 1, 8",2026-08-03,"People also ask, Related searches, AI overview",informational,Organic
氷菓 mbti,1,1,110,14,0.00,https://character-seikaku.memo.wiki/d/%C9%B9%B2%DB,51,0.1,0.00,0.33,100,"100, 82, 65, 53, 65, 65, 53, 65, 41, 53, 65, 82",2026-08-02,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
アイマス mbti,1,1,110,16,0.00,https://character-seikaku.memo.wiki/d/THE%20IDOLM%40STER,51,0.1,0.00,0.33,103,"34, 34, 28, 22, 34, 34, 28, 28, 28, 100, 28, 28",2026-08-10,"Video, Related searches",informational,Organic
infp estp,4,4,1000,25,0.00,https://character-seikaku.memo.wiki/d/ESTP-INFP,50,0.1,0.00,0.33,114,"100, 100, 100, 100, 77, 77, 68, 68, 68, 55, 55, 68",2026-07-07,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
infp istp,4,4,1000,14,0.00,https://character-seikaku.memo.wiki/d/ISTP-INFP,50,0.1,0.00,0.33,111,"100, 68, 53, 53, 46, 38, 46, 38, 31, 38, 46, 46",2026-07-09,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
エトラちゃんは見た wiki,3,3,1000,28,0.00,https://character-seikaku.memo.wiki/d/%A5%A8%A5%C8%A5%E9%A4%C1%A4%E3%A4%F3%A4%CF%B8%AB%A4%BF%21,50,0.1,0.00,0,4710,"0, 0, 35, 0, 13, 13, 0, 0, 13, 0, 100, 35",2026-07-31,"Video, People also ask, Related searches, AI overview",informational,Organic
mbti wiki,5,5,1000,43,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%B0%EC%CD%F7%28MBTI%29,50,0.1,0.00,0,20,"45, 45, 45, 55, 62, 62, 62, 100, 81, 62, 62, 55",2026-07-22,"Image pack, People also ask, Related searches",informational,Organic
mbti ハリー ポッター,3,3,720,32,0.00,https://character-seikaku.memo.wiki/d/%A5%CF%A5%EA%A1%BC%A1%A6%A5%DD%A5%C3%A5%BF%A1%BC%A5%B7%A5%EA%A1%BC%A5%BA,50,0.1,0.00,0.33,113,"67, 100, 100, 100, 100, 82, 67, 44, 55, 82, 67, 44",2026-07-29,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
intp isfp,8,8,1600,16,0.00,https://character-seikaku.memo.wiki/d/INTP-ISFP,48,0.1,0.00,0.33,87,"100, 100, 79, 79, 67, 67, 67, 54, 54, 67, 54, 67",2026-07-13,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
infp isfp,6,6,1600,33,0.00,https://character-seikaku.memo.wiki/d/ISFP-INFP,48,0.1,0.00,0.33,131,"100, 100, 84, 84, 84, 68, 68, 68, 68, 84, 84, 100",2026-07-09,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
istp infj,6,6,1600,16,0.00,https://character-seikaku.memo.wiki/d/ISTP-INFJ,48,0.1,0.00,0.33,108,"100, 100, 100, 84, 84, 68, 84, 68, 53, 68, 84, 84",2026-07-14,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
intp intj 違い,5,5,880,33,0.00,https://character-seikaku.memo.wiki/d/INTP-INTJ,44,0.09,0.00,0.33,123,"72, 88, 88, 88, 88, 100, 88, 72, 88, 88, 88, 72",2026-07-30,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
entp intj,4,4,880,33,0.00,https://character-seikaku.memo.wiki/d/INTJ-ENTP,44,0.09,0.00,0.33,117,"100, 100, 88, 88, 88, 88, 88, 72, 72, 72, 88, 88",2026-07-08,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
6w5,2,2,480,15,0.00,https://character-seikaku.memo.wiki/d/6w5,43,0.08,0.00,0.33,118,"100, 100, 100, 81, 81, 81, 81, 81, 54, 81, 66, 66",2026-07-15,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
こち亀 mbti,1,1,90,9,0.00,https://character-seikaku.memo.wiki/d/%A4%B3%A4%C1%A4%E9%B3%EB%BE%FE%B6%E8%B5%B5%CD%AD%B8%F8%B1%E0%C1%B0%C7%C9%BD%D0%BD%EA,42,0.08,0.00,0.33,107,"79, 79, 100, 50, 64, 50, 79, 64, 50, 64, 64, 100",2026-07-05,"Image pack, People also ask, Related searches",informational,Organic
マーベル mbti,1,1,90,24,0.00,https://character-seikaku.memo.wiki/d/%A5%A2%A5%D9%A5%F3%A5%B8%A5%E3%A1%BC%A5%BA,42,0.08,0.00,0.33,115,"4, 100, 24, 1, 3, 3, 1, 4, 1, 6, 3, 1",2026-07-31,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
ロイド mbti,1,1,90,14,0.00,https://character-seikaku.memo.wiki/d/SPY%A1%DFFAMILY,42,0.08,0.00,0.33,43,"15, 8, 2, 67, 8, 100, 2, 2, 2, 2, 2, 2",2026-07-23,"Sitelinks, People also ask, Related searches",informational,Organic
キャラクター istp,1,1,90,16,0.00,https://character-seikaku.memo.wiki/d/ISTP%A1%CA%B5%BB%C7%BD%BC%D4%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,42,0.08,0.00,0.33,153,"41, 12, 82, 65, 100, 100, 100, 24, 12, 6, 6, 18",2026-07-24,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ガンダム mbti,2,2,320,15,0.00,https://character-seikaku.memo.wiki/d/%B5%A1%C6%B0%C0%EF%BB%CEZ%A5%AC%A5%F3%A5%C0%A5%E0,41,0.08,0.00,0.33,105,"100, 55, 36, 24, 30, 24, 24, 30, 44, 30, 30, 30",2026-07-12,"Sitelinks, Video, People also ask, Related searches",informational,Organic
intj intp,6,6,1000,25,0.00,https://character-seikaku.memo.wiki/d/INTP-INTJ,40,0.08,0.00,0.33,130,"77, 77, 77, 77, 68, 55, 77, 68, 68, 77, 100, 77",2026-07-12,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
estp,47,47,135000,27,0.41,https://character-seikaku.memo.wiki/d/ESTP,40,0.08,16.00,0.33,137,"100, 100, 100, 100, 82, 82, 100, 67, 67, 45, 67, 55",2026-08-14,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
intj infp,9,9,1600,33,0.00,https://character-seikaku.memo.wiki/d/INTJ-INFP,40,0.08,0.00,0.33,118,"100, 84, 84, 84, 68, 68, 68, 68, 53, 68, 84, 84",2026-07-08,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
istj infp,5,5,1000,15,0.00,https://character-seikaku.memo.wiki/d/ISTJ-INFP,40,0.08,0.00,0.33,99,"100, 77, 100, 77, 68, 68, 68, 68, 55, 68, 68, 77",2026-07-13,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
enfj infp,6,6,1300,17,0.00,https://character-seikaku.memo.wiki/d/INFP-ENFJ,39,0.08,0.00,0.33,116,"100, 81, 81, 81, 62, 62, 62, 62, 55, 81, 62, 81",2026-07-10,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
infj istp,7,7,1300,35,0.00,https://character-seikaku.memo.wiki/d/ISTP-INFJ,39,0.08,0.00,0.33,110,"100, 100, 100, 81, 81, 62, 81, 55, 45, 62, 62, 62",2026-07-14,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
sidem スレ,9,9,1300,17,0.00,https://character-seikaku.memo.wiki/d/THE%20IDOLM%40STER%20SideM,39,0.08,0.00,0.33,108,"81, 100, 81, 55, 62, 62, 81, 62, 55, 62, 81, 100",2026-06-26,"Video, Related searches",informational,Organic
entj isfp,7,7,1300,16,0.00,https://character-seikaku.memo.wiki/d/ISFP-ENTJ,39,0.08,0.00,0.33,87,"100, 84, 84, 84, 68, 68, 68, 53, 53, 53, 68, 68",2026-07-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
isfj infj,6,6,1300,25,0.00,https://character-seikaku.memo.wiki/d/ISFJ-INFJ,39,0.08,0.00,0.33,133,"100, 62, 100, 81, 62, 55, 81, 62, 62, 81, 81, 100",2026-07-14,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
esfp entp,4,4,720,15,0.00,https://character-seikaku.memo.wiki/d/ESFP-ENTP,36,0.07,0.00,0.33,90,"100, 77, 68, 68, 55, 45, 45, 37, 30, 37, 45, 37",2026-07-08,"Sitelinks, Reviews, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
isfj isfp,4,4,720,24,0.00,https://character-seikaku.memo.wiki/d/ISFP-ISFJ,36,0.07,0.00,0.33,100,"100, 100, 100, 82, 82, 82, 82, 67, 82, 82, 100, 82",2026-07-23,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
4w5,5,5,720,16,0.00,https://character-seikaku.memo.wiki/d/4w5,36,0.07,0.00,0.33,122,"100, 100, 100, 100, 100, 82, 82, 67, 82, 82, 82, 67",2026-07-26,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
infp isfp 違い,5,5,880,32,0.00,https://character-seikaku.memo.wiki/d/ISFP-INFP,35,0.07,0.00,0.33,121,"100, 100, 100, 88, 72, 88, 88, 88, 88, 72, 48, 59",2026-07-20,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mbti 漫画,3,3,390,31,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%B0%EC%CD%F7%28MBTI%29,35,0.07,0.00,0.33,66,"81, 100, 67, 100, 67, 67, 81, 67, 67, 67, 81, 54",2026-07-27,"Image pack, People also ask, Related searches",informational,Organic
estp infj,5,5,880,14,0.00,https://character-seikaku.memo.wiki/d/ESTP-INFJ,35,0.07,0.00,0.33,121,"100, 77, 77, 77, 68, 68, 55, 55, 55, 55, 55, 68",2026-07-09,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
1w9,3,3,390,16,0.00,https://character-seikaku.memo.wiki/d/1w9%A1%CA%CD%FD%C1%DB%BC%E7%B5%C1%BC%D4%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,35,0.07,0.00,0.33,108,"100, 81, 81, 67, 100, 81, 81, 81, 67, 67, 67, 67",2026-07-19,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
estp istp,3,3,480,14,0.00,https://character-seikaku.memo.wiki/d/ESTP-ISTP,33,0.06,0.00,0.33,105,"100, 82, 82, 67, 54, 67, 67, 54, 54, 54, 54, 54",2026-07-29,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
fate mbti,4,4,480,16,0.00,https://character-seikaku.memo.wiki/d/Fate/Grand%20Order,33,0.06,0.00,0.33,109,"44, 36, 82, 55, 44, 55, 100, 55, 36, 36, 30, 30",2026-08-15,"Image pack, Video, People also ask, Related searches",informational,Organic
estp intp,3,3,480,13,0.00,https://character-seikaku.memo.wiki/d/ESTP-INTP,33,0.06,0.00,0.33,88,"82, 100, 82, 67, 67, 67, 54, 44, 44, 54, 44, 44",2026-07-30,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
mbti ドラゴンボール,1,1,70,14,0.00,https://character-seikaku.memo.wiki/d/%A5%C9%A5%E9%A5%B4%A5%F3%A5%DC%A1%BC%A5%EB,32,0.06,0.00,0.33,104,"34, 100, 53, 53, 3, 3, 3, 6, 3, 3, 9, 22",2026-07-22,"Sitelinks, Image, People also ask, Related searches",informational,Organic
death note mbti,1,1,70,26,0.00,https://character-seikaku.memo.wiki/d/DEATH%20NOTE,32,0.06,0.00,0.33,125,"100, 66, 3, 16, 3, 3, 3, 3, 3, 3, 34, 3",2026-06-17,"Image pack, Image, People also ask, Related searches",informational,Organic
enfp esfp,6,6,1000,17,0.00,https://character-seikaku.memo.wiki/d/ESFP-ENFP,30,0.06,0.00,0.33,105,"100, 100, 77, 77, 77, 68, 68, 68, 55, 68, 68, 77",2026-07-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
istp enfj,6,6,1000,24,0.00,https://character-seikaku.memo.wiki/d/ISTP%A1%BEENFJ,30,0.06,0.00,0.33,102,"100, 100, 100, 100, 77, 68, 68, 55, 55, 55, 55, 68",2026-07-07,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
istp infp,6,6,1000,18,0.00,https://character-seikaku.memo.wiki/d/ISTP-INFP,30,0.06,0.00,0.33,115,"100, 100, 100, 77, 68, 68, 77, 68, 55, 77, 77, 77",2026-07-09,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
esfp enfp,6,6,1000,17,0.00,https://character-seikaku.memo.wiki/d/ESFP-ENFP,30,0.06,0.00,0.33,110,"100, 81, 81, 62, 62, 55, 55, 55, 45, 55, 62, 62",2026-07-09,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
intp entp,7,7,1000,25,0.00,https://character-seikaku.memo.wiki/d/INTP-ENTP,30,0.06,0.00,0.33,128,"100, 100, 77, 77, 68, 68, 68, 68, 68, 77, 100, 100",2026-07-04,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ペルソナ mbti,6,6,590,12,0.33,https://character-seikaku.memo.wiki/d/%A5%DA%A5%EB%A5%BD%A5%CA5,29,0.06,9.00,0.02,109,"100, 82, 82, 67, 67, 67, 55, 55, 55, 67, 55, 55",2026-07-08,"Image pack, Sitelinks, Video, Related searches",informational,Organic
entj entp,4,4,590,15,0.00,https://character-seikaku.memo.wiki/d/ENTP-ENTJ,29,0.06,0.00,0.33,100,"100, 82, 82, 67, 67, 67, 67, 67, 67, 82, 82, 67",2026-07-28,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
infj アニメ,3,3,320,20,0.00,https://character-seikaku.memo.wiki/d/INFJ%A1%CA%A5%AB%A5%A6%A5%F3%A5%BB%A5%E9%A1%BC%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,28,0.05,0.00,0.33,69,"54, 100, 67, 82, 67, 82, 100, 82, 67, 67, 67, 67",2026-07-24,"Image pack, Image, People also ask, Related searches",informational,Organic
スナフキン mbti,2,2,320,22,0.00,https://character-seikaku.memo.wiki/d/%A5%E0%A1%BC%A5%DF%A5%F3%A5%B7%A5%EA%A1%BC%A5%BA,28,0.05,0.00,0.33,104,"82, 100, 82, 67, 67, 67, 100, 82, 54, 67, 67, 67",2026-06-28,"Image pack, People also ask, Related searches, AI overview",informational,Organic
estj infp,5,5,720,19,0.00,https://character-seikaku.memo.wiki/d/INFP-ESTJ,28,0.05,0.00,0.33,106,"100, 100, 100, 88, 72, 72, 72, 59, 72, 59, 59, 59",2026-07-30,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
トモコレ 性格,34,34,40500,28,0.00,https://character-seikaku.memo.wiki/d/%A5%C8%A5%E2%A5%C0%A5%C1%A5%B3%A5%EC%A5%AF%A5%B7%A5%E7%A5%F3,28,0.05,0.00,0.33,122,"1, 1, 2, 1, 1, 1, 2, 2, 13, 100, 67, 20",2026-08-11,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
estj entp,2,2,320,15,0.00,https://character-seikaku.memo.wiki/d/ESTJ-ENTP,28,0.05,0.00,0.33,87,"81, 100, 81, 67, 67, 54, 67, 44, 44, 44, 35, 44",2026-06-30,"Video, People also ask, Related searches",informational,Organic
infj entj,5,5,720,27,0.00,https://character-seikaku.memo.wiki/d/INFJ-ENTJ,28,0.05,0.00,0.33,110,"100, 82, 82, 67, 67, 67, 55, 67, 82, 82, 82, 67",2026-07-21,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
entj intj,3,3,720,16,0.00,https://character-seikaku.memo.wiki/d/INTJ-ENTJ,28,0.05,0.00,0.33,69,"100, 100, 82, 82, 82, 82, 67, 82, 67, 82, 82, 100",2026-07-11,"Image pack, Video, People also ask, Related searches",informational,Organic
mbti キャラクター 診断,2,2,210,12,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%B0%EC%CD%F7%28MBTI%29,27,0.05,0.00,0.02,119,"8, 100, 54, 24, 29, 66, 66, 24, 24, 19, 24, 29",2026-08-09,"Image pack, Video, Related searches",informational,Organic
心理 機能 診断,26,26,18100,12,0.29,https://character-seikaku.memo.wiki/d/%BF%B4%CD%FD%B5%A1%C7%BD%A4%CE%BD%E7%CE%F3%A1%CAMBTI%A4%C8%BF%B4%CD%FD%B5%A1%C7%BD%A1%CB,27,0.05,7.00,0.08,111,"100, 67, 55, 55, 55, 45, 45, 45, 45, 37, 45, 55",2026-08-16,"Video, Related searches",informational,Organic
カイジ mbti,2,2,210,15,0.00,https://character-seikaku.memo.wiki/d/%C5%D2%C7%EE%CC%DB%BC%A8%CF%BF%A5%AB%A5%A4%A5%B8,27,0.05,0.00,0.33,97,"65, 81, 100, 81, 81, 100, 65, 65, 65, 65, 65, 65",2026-07-19,"Video, Image, People also ask, Related searches",informational,Organic
isfp entj,8,8,880,15,0.00,https://character-seikaku.memo.wiki/d/ISFP-ENTJ,26,0.05,0.00,0.33,86,"100, 100, 77, 77, 68, 68, 68, 55, 55, 68, 55, 68",2026-07-08,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
isfj infj 違い,8,8,880,32,0.00,https://character-seikaku.memo.wiki/d/ISFJ-INFJ,26,0.05,0.00,0.33,118,"55, 68, 55, 68, 68, 100, 68, 68, 68, 77, 77, 77",2026-08-02,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
intp isfj,7,7,880,16,0.00,https://character-seikaku.memo.wiki/d/ISFJ-INTP,26,0.05,0.00,0.33,95,"100, 100, 100, 100, 88, 88, 72, 88, 72, 72, 72, 88",2026-06-27,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
enfj isfj,7,7,880,15,0.00,https://character-seikaku.memo.wiki/d/ISFJ-ENFJ,26,0.05,0.00,0.33,93,"100, 77, 100, 77, 68, 55, 55, 55, 45, 45, 45, 45",2026-07-06,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
isfp isfj,7,7,880,15,0.00,https://character-seikaku.memo.wiki/d/ISFP-ISFJ,26,0.05,0.00,0.33,93,"100, 100, 100, 88, 72, 72, 88, 72, 72, 72, 88, 100",2026-07-11,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
istj infj,7,7,880,18,0.00,https://character-seikaku.memo.wiki/d/ISTJ-INFJ,26,0.05,0.00,0.33,100,"100, 100, 100, 100, 88, 88, 100, 72, 72, 88, 88, 88",2026-07-12,"Video, People also ask, Related searches, AI overview",informational,Organic
intp intj,9,9,1000,25,0.00,https://character-seikaku.memo.wiki/d/INTP-INTJ,25,0.05,0.00,0.33,136,"77, 77, 77, 68, 68, 77, 77, 77, 77, 100, 100, 100",2026-07-25,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
istp isfp,9,9,1000,24,0.00,https://character-seikaku.memo.wiki/d/ISFP-ISTP,25,0.05,0.00,0.33,115,"100, 77, 100, 77, 77, 68, 68, 68, 68, 77, 77, 77",2026-07-10,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
entp istp,5,5,1000,16,0.00,https://character-seikaku.memo.wiki/d/ISTP-ENTP,25,0.05,0.00,0.33,99,"100, 100, 100, 77, 68, 68, 68, 68, 55, 68, 55, 55",2026-07-07,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
entp intp,9,9,1000,24,0.00,https://character-seikaku.memo.wiki/d/INTP-ENTP,25,0.05,0.00,0.33,118,"100, 77, 77, 77, 77, 68, 77, 68, 68, 77, 77, 77",2026-07-07,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
トライ タイプ,10,10,1900,8,0.46,https://character-seikaku.memo.wiki/d/%A5%C8%A5%E9%A5%A4%A5%BF%A5%A4%A5%D7%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,24,0.05,11.00,0.02,107,"100, 100, 100, 84, 100, 100, 84, 100, 68, 100, 84, 84",2026-07-06,"Image pack, Sitelinks, Related searches",informational,Organic
estp enfj,3,3,480,15,0.00,https://character-seikaku.memo.wiki/d/ESTP-ENFJ,24,0.05,0.00,0.33,87,"100, 82, 82, 67, 67, 67, 44, 44, 44, 54, 54, 44",2026-08-02,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
intj istj 違い,5,5,480,29,0.00,https://character-seikaku.memo.wiki/d/ISTJ-INTJ,24,0.05,0.00,0.33,97,"66, 54, 81, 66, 66, 66, 81, 81, 66, 81, 100, 81",2026-07-15,"Sitelinks, Video, Related searches, AI overview",informational,Organic
infp estj,4,4,480,15,0.00,https://character-seikaku.memo.wiki/d/INFP-ESTJ,24,0.05,0.00,0.33,106,"100, 100, 100, 81, 81, 66, 81, 66, 54, 54, 54, 66",2026-07-13,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
